virtual_product_id,color_chip_link
58,http://im.uniqlo.com/images/tw/uq/pc/goods/408273/chip/69_408273.gif
59,http://im.uniqlo.com/images/tw/uq/pc/goods/407033/chip/32_407033.gif
60,http://im.uniqlo.com/images/tw/uq/pc/goods/407771/chip/03_407771.gif
61,-1
62,-1
63,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/17_404167.gif
64,http://im.uniqlo.com/images/tw/uq/pc/goods/406707/chip/03_406707.gif
65,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/69_404354.gif
66,-1
67,http://im.uniqlo.com/images/tw/uq/pc/goods/406148/chip/00_406148.gif
68,-1
69,-1
70,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/67_404167.gif
71,http://im.uniqlo.com/images/tw/uq/pc/goods/407280/chip/62_407280.gif
72,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/00_403971.gif
73,http://im.uniqlo.com/images/tw/uq/pc/goods/404164/chip/03_404164.gif
74,-1
75,http://im.uniqlo.com/images/tw/uq/pc/goods/404169/chip/00_404169.gif
76,http://im.uniqlo.com/images/tw/uq/pc/goods/408273/chip/69_408273.gif
77,http://im.uniqlo.com/images/tw/uq/pc/goods/407033/chip/32_407033.gif
78,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/67_404167.gif
79,http://im.uniqlo.com/images/tw/uq/pc/goods/407280/chip/62_407280.gif
80,http://im.uniqlo.com/images/tw/uq/pc/goods/404164/chip/02_404164.gif
81,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/57_403971.gif
82,http://im.uniqlo.com/images/tw/uq/pc/goods/404136/chip/58_404136.gif
83,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/03_404362.gif
84,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/56_405637.gif
85,-1
86,-1
87,http://im.uniqlo.com/images/tw/uq/pc/goods/407638/chip/08_407638.gif
88,http://im.uniqlo.com/images/tw/uq/pc/goods/406707/chip/08_406707.gif
89,-1
90,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/03_404167.gif
91,-1
92,http://im.uniqlo.com/images/tw/uq/pc/goods/406147/chip/00_406147.gif
93,http://im.uniqlo.com/images/tw/uq/pc/goods/404359/chip/09_404359.gif
94,-1
95,-1
96,-1
97,http://im.uniqlo.com/images/tw/uq/pc/goods/404356/chip/69_404356.gif
98,-1
99,http://im.uniqlo.com/images/tw/uq/pc/goods/404410/chip/42_404410.gif
100,http://im.uniqlo.com/images/tw/uq/pc/goods/405194/chip/69_405194.gif
101,http://im.uniqlo.com/images/tw/uq/pc/goods/407033/chip/69_407033.gif
102,http://im.uniqlo.com/images/tw/uq/pc/goods/406708/chip/03_406708.gif
103,-1
104,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/09_404362.gif
105,-1
106,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/00_404167.gif
107,-1
108,-1
109,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/69_405637.gif
110,-1
111,http://im.uniqlo.com/images/tw/uq/pc/goods/405194/chip/69_405194.gif
112,http://im.uniqlo.com/images/tw/uq/pc/goods/407033/chip/69_407033.gif
113,http://im.uniqlo.com/images/tw/uq/pc/goods/407638/chip/03_407638.gif
114,-1
115,http://im.uniqlo.com/images/tw/uq/pc/goods/406707/chip/03_406707.gif
116,-1
117,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/05_404354.gif
118,http://im.uniqlo.com/images/tw/uq/pc/goods/403996/chip/69_403996.gif
119,-1
120,-1
121,-1
122,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/69_405637.gif
123,-1
124,http://im.uniqlo.com/images/tw/uq/pc/goods/404363/chip/33_404363.gif
125,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/69_404354.gif
126,http://im.uniqlo.com/images/tw/uq/pc/goods/407033/chip/69_407033.gif
127,-1
128,http://im.uniqlo.com/images/tw/uq/pc/goods/406805/chip/68_406805.gif
129,http://im.uniqlo.com/images/tw/uq/pc/goods/404165/chip/03_404165.gif
130,-1
131,http://im.uniqlo.com/images/tw/uq/pc/goods/406147/chip/00_406147.gif
132,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/09_404362.gif
133,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/08_400500.gif
134,-1
135,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/08_400502.gif
136,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/00_405637.gif
137,-1
138,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/05_404354.gif
139,http://im.uniqlo.com/images/tw/uq/pc/goods/403996/chip/69_403996.gif
140,-1
141,-1
142,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/69_400504.gif
143,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/31_403971.gif
144,-1
145,-1
146,-1
147,-1
148,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/08_400500.gif
149,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/05_404354.gif
150,-1
151,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/34_400500.gif
152,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/00_403971.gif
153,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/65_400502.gif
154,-1
155,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/55_400504.gif
156,-1
157,-1
158,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/25_400502.gif
159,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/15_404362.gif
160,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/32_405637.gif
161,http://im.uniqlo.com/images/tw/uq/pc/goods/404140/chip/00_404140.gif
162,http://im.uniqlo.com/images/tw/uq/pc/goods/404361/chip/24_404361.gif
163,http://im.uniqlo.com/images/tw/uq/pc/goods/404164/chip/09_404164.gif
164,http://im.uniqlo.com/images/tw/uq/pc/goods/404422/chip/00_404422.gif
165,-1
166,-1
167,-1
168,-1
169,-1
170,http://im.uniqlo.com/images/tw/uq/pc/goods/400493/chip/57_400493.gif
171,-1
172,-1
173,-1
174,-1
175,-1
176,-1
177,-1
178,-1
179,-1
180,-1
181,-1
182,-1
183,-1
184,-1
185,-1
186,-1
187,-1
188,-1
189,-1
190,http://im.uniqlo.com/images/tw/uq/pc/goods/400137/chip/09_400137.gif
191,-1
192,-1
193,http://im.uniqlo.com/images/tw/uq/pc/goods/404123/chip/00_404123.gif
194,-1
195,-1
196,-1
197,-1
198,-1
199,-1
200,-1
201,-1
202,-1
203,-1
204,-1
205,-1
206,-1
207,-1
208,-1
209,-1
210,-1
211,-1
212,-1
213,-1
214,-1
215,-1
216,-1
217,-1
218,-1
219,-1
220,-1
221,-1
222,-1
223,-1
224,-1
225,-1
226,-1
227,-1
228,-1
229,-1
230,-1
231,-1
232,-1
233,-1
234,-1
235,-1
236,-1
237,-1
238,-1
239,-1
240,-1
241,-1
242,-1
243,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/69_400504.gif
244,-1
245,-1
246,-1
247,-1
248,-1
249,-1
250,-1
251,-1
252,-1
253,-1
254,-1
255,-1
256,-1
257,-1
258,-1
259,-1
260,http://im.uniqlo.com/images/tw/uq/pc/goods/400330/chip/08_400330.gif
261,-1
262,-1
263,-1
264,-1
265,-1
266,-1
267,-1
268,-1
269,-1
270,-1
271,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/03_400504.gif
272,http://im.uniqlo.com/images/tw/uq/pc/goods/404165/chip/01_404165.gif
273,-1
274,-1
275,-1
276,-1
277,http://im.uniqlo.com/images/tw/uq/pc/goods/400137/chip/34_400137.gif
278,-1
279,-1
280,-1
281,-1
282,-1
283,-1
284,-1
285,-1
286,-1
287,-1
288,-1
289,-1
290,-1
291,http://im.uniqlo.com/images/tw/uq/pc/goods/404163/chip/43_404163.gif
292,-1
293,-1
294,-1
295,http://im.uniqlo.com/images/tw/uq/pc/goods/400137/chip/34_400137.gif
296,-1
297,-1
298,-1
299,-1
300,-1
301,-1
302,-1
303,-1
304,-1
305,-1
306,-1
307,-1
308,-1
309,-1
310,-1
311,-1
312,-1
313,http://im.uniqlo.com/images/tw/uq/pc/goods/400330/chip/69_400330.gif
314,-1
315,-1
316,-1
317,-1
318,-1
319,-1
320,-1
321,-1
322,http://im.uniqlo.com/images/tw/uq/pc/goods/400137/chip/58_400137.gif
323,-1
324,-1
325,-1
326,-1
327,-1
328,-1
329,-1
330,-1
331,-1
332,-1
333,-1
334,http://im.uniqlo.com/images/tw/uq/pc/goods/400977/chip/64_400977.gif
335,-1
336,-1
337,-1
338,-1
339,-1
340,http://im.uniqlo.com/images/tw/uq/pc/goods/400325/chip/00_400325.gif
341,-1
342,-1
343,-1
344,-1
345,-1
346,-1
347,-1
348,-1
349,-1
350,-1
351,-1
352,-1
353,-1
354,-1
355,-1
356,-1
357,-1
358,-1
359,-1
360,-1
361,-1
362,-1
363,-1
364,-1
365,-1
366,-1
367,-1
368,-1
369,-1
370,-1
371,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/69_400504.gif
372,-1
373,-1
374,-1
375,http://im.uniqlo.com/images/tw/uq/pc/goods/400493/chip/16_400493.gif
376,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/09_400504.gif
377,-1
378,-1
379,-1
380,-1
381,-1
382,-1
383,-1
384,-1
385,-1
386,-1
387,-1
388,-1
389,-1
390,-1
391,-1
392,-1
393,-1
394,-1
395,-1
396,-1
397,-1
398,http://im.uniqlo.com/images/tw/uq/pc/goods/400330/chip/69_400330.gif
399,-1
400,-1
401,-1
402,-1
403,http://im.uniqlo.com/images/tw/uq/pc/goods/400506/chip/56_400506.gif
404,-1
405,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/02_400502.gif
406,-1
407,-1
408,-1
409,http://im.uniqlo.com/images/tw/uq/pc/goods/400325/chip/00_400325.gif
410,-1
411,-1
412,-1
413,-1
414,-1
415,-1
416,-1
417,-1
418,-1
419,-1
420,-1
421,-1
422,-1
423,http://im.uniqlo.com/images/tw/uq/pc/goods/400330/chip/03_400330.gif
424,-1
425,-1
426,-1
427,-1
428,-1
429,-1
430,-1
431,-1
432,-1
433,-1
434,-1
435,-1
436,-1
437,-1
438,-1
439,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/19_400500.gif
440,-1
441,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/03_404362.gif
442,-1
443,-1
444,-1
445,-1
446,-1
447,-1
448,-1
449,-1
450,-1
451,-1
452,-1
453,-1
454,-1
455,-1
456,-1
457,-1
458,-1
459,-1
460,-1
461,-1
462,-1
463,-1
464,-1
465,-1
466,-1
467,-1
468,http://im.uniqlo.com/images/tw/uq/pc/goods/400135/chip/34_400135.gif
469,-1
470,-1
471,-1
472,-1
473,-1
474,-1
475,-1
476,-1
477,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/04_401161.gif
478,-1
479,-1
480,-1
481,http://im.uniqlo.com/images/tw/uq/pc/goods/400135/chip/34_400135.gif
482,-1
483,http://im.uniqlo.com/images/tw/uq/pc/goods/404362/chip/69_404362.gif
484,-1
485,-1
486,-1
487,-1
488,-1
489,-1
490,-1
491,-1
492,-1
493,-1
494,http://im.uniqlo.com/images/tw/uq/pc/goods/400137/chip/34_400137.gif
495,-1
496,-1
497,-1
498,-1
499,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/69_400502.gif
500,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/32_405637.gif
501,-1
502,-1
503,-1
504,-1
505,http://im.uniqlo.com/images/tw/uq/pc/goods/401317/chip/58_401317.gif
506,http://im.uniqlo.com/images/tw/uq/pc/goods/407417/chip/00_407417.gif
507,-1
508,-1
509,-1
510,-1
511,-1
512,-1
513,-1
514,-1
515,-1
516,-1
517,-1
518,-1
519,-1
520,-1
521,http://im.uniqlo.com/images/tw/uq/pc/goods/400494/chip/67_400494.gif
522,-1
523,-1
524,-1
525,-1
526,-1
527,-1
528,-1
529,-1
530,-1
531,-1
532,-1
533,-1
534,-1
535,-1
536,-1
537,-1
538,-1
539,-1
540,-1
541,-1
542,-1
543,-1
544,-1
545,http://im.uniqlo.com/images/tw/uq/pc/goods/400493/chip/03_400493.gif
546,-1
547,-1
548,http://im.uniqlo.com/images/tw/uq/pc/goods/400325/chip/00_400325.gif
549,-1
550,-1
551,-1
552,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/19_400500.gif
553,-1
554,-1
555,http://im.uniqlo.com/images/tw/uq/pc/goods/404354/chip/05_404354.gif
556,-1
557,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/69_403971.gif
558,-1
559,-1
560,http://im.uniqlo.com/images/tw/uq/pc/goods/404163/chip/43_404163.gif
561,-1
562,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/16_400502.gif
563,-1
564,-1
565,-1
566,-1
567,-1
568,-1
569,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/09_400502.gif
570,-1
571,-1
572,-1
573,-1
574,-1
575,-1
576,-1
577,-1
578,-1
579,-1
580,-1
581,-1
582,http://im.uniqlo.com/images/tw/uq/pc/goods/400506/chip/09_400506.gif
583,-1
584,-1
585,-1
586,http://im.uniqlo.com/images/tw/uq/pc/goods/403539/chip/69_403539.gif
587,-1
588,-1
589,-1
590,-1
591,-1
592,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/19_400500.gif
593,-1
594,-1
595,-1
596,-1
597,-1
598,-1
599,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/09_400502.gif
600,http://im.uniqlo.com/images/tw/uq/pc/goods/404167/chip/67_404167.gif
601,-1
602,-1
603,-1
604,-1
605,-1
606,-1
607,-1
608,-1
609,-1
610,-1
611,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/05_400504.gif
612,-1
613,-1
614,-1
615,-1
616,-1
617,http://im.uniqlo.com/images/tw/uq/pc/goods/400506/chip/69_400506.gif
618,-1
619,-1
620,-1
621,-1
622,-1
623,-1
624,-1
625,-1
626,-1
627,-1
628,-1
629,-1
630,-1
631,-1
632,-1
633,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/32_405637.gif
634,-1
635,-1
636,-1
637,-1
638,-1
639,-1
640,-1
641,-1
642,-1
643,-1
644,-1
645,-1
646,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/69_400502.gif
647,http://im.uniqlo.com/images/tw/uq/pc/goods/405637/chip/32_405637.gif
648,-1
649,-1
650,-1
651,-1
652,-1
653,-1
654,-1
655,-1
656,-1
657,-1
658,-1
659,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/69_400504.gif
660,-1
661,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/65_400502.gif
662,-1
663,-1
664,-1
665,-1
666,-1
667,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/68_401161.gif
668,-1
669,-1
670,-1
671,-1
672,-1
673,-1
674,-1
675,-1
676,-1
677,-1
678,-1
679,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/68_401161.gif
680,-1
681,-1
682,http://im.uniqlo.com/images/tw/uq/pc/goods/400500/chip/08_400500.gif
683,-1
684,-1
685,-1
686,http://im.uniqlo.com/images/tw/uq/pc/goods/400484/chip/04_400484.gif
687,-1
688,-1
689,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/05_400504.gif
690,-1
691,-1
692,-1
693,-1
694,-1
695,-1
696,-1
697,-1
698,-1
699,-1
700,-1
701,-1
702,-1
703,-1
704,-1
705,-1
706,-1
707,-1
708,-1
709,-1
710,-1
711,-1
712,-1
713,-1
714,-1
715,-1
716,-1
717,-1
718,-1
719,-1
720,-1
721,http://im.uniqlo.com/images/tw/uq/pc/goods/401153/chip/08_401153.gif
722,-1
723,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/25_400502.gif
724,-1
725,-1
726,-1
727,-1
728,-1
729,-1
730,-1
731,-1
732,-1
733,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/68_401161.gif
734,-1
735,-1
736,-1
737,http://im.uniqlo.com/images/tw/uq/pc/goods/400230/chip/09_400230.gif
738,-1
739,-1
740,-1
741,-1
742,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/05_400504.gif
743,-1
744,-1
745,-1
746,-1
747,-1
748,-1
749,http://im.uniqlo.com/images/tw/uq/pc/goods/400506/chip/09_400506.gif
750,-1
751,-1
752,http://im.uniqlo.com/images/tw/uq/pc/goods/180713/chip/07_180713.gif
753,-1
754,-1
755,-1
756,-1
757,-1
758,-1
759,-1
760,-1
761,-1
762,-1
763,-1
764,-1
765,-1
766,-1
767,-1
768,http://im.uniqlo.com/images/tw/uq/pc/goods/400771/chip/09_400771.gif
769,-1
770,-1
771,-1
772,-1
773,-1
774,-1
775,-1
776,-1
777,-1
778,-1
779,-1
780,-1
781,-1
782,-1
783,-1
784,-1
785,-1
786,http://im.uniqlo.com/images/tw/uq/pc/goods/403971/chip/31_403971.gif
787,-1
788,http://im.uniqlo.com/images/tw/uq/pc/goods/400504/chip/17_400504.gif
789,-1
790,http://im.uniqlo.com/images/tw/uq/pc/goods/400325/chip/00_400325.gif
791,-1
792,-1
793,http://im.uniqlo.com/images/tw/uq/pc/goods/403915/chip/09_403915.gif
794,-1
795,http://im.uniqlo.com/images/tw/uq/pc/goods/400337/chip/08_400337.gif
796,http://im.uniqlo.com/images/tw/uq/pc/goods/400506/chip/15_400506.gif
797,-1
798,-1
799,-1
800,-1
801,-1
802,-1
803,-1
804,-1
805,-1
806,-1
807,http://im.uniqlo.com/images/tw/uq/pc/goods/400135/chip/34_400135.gif
808,-1
809,-1
810,http://im.uniqlo.com/images/tw/uq/pc/goods/400135/chip/34_400135.gif
811,-1
812,-1
813,-1
814,-1
815,-1
816,-1
817,-1
818,-1
819,-1
820,http://im.uniqlo.com/images/tw/uq/pc/goods/400502/chip/09_400502.gif
821,-1
822,-1
823,-1
824,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/04_401161.gif
825,-1
826,-1
827,http://im.uniqlo.com/images/tw/uq/pc/goods/401161/chip/04_401161.gif
828,-1
829,-1
830,-1
831,-1
832,-1
833,-1
834,-1
835,-1
836,-1
837,-1
838,-1
839,-1
840,-1
841,-1
842,-1
843,http://im.uniqlo.com/images/tw/uq/pc/goods/400139/chip/69_400139.gif
844,-1
845,-1
846,-1
847,-1
848,-1
849,-1
850,-1
851,-1
852,-1
853,-1
854,http://im.uniqlo.com/images/tw/uq/pc/goods/405404/chip/62_405404.gif
855,http://im.uniqlo.com/images/tw/uq/pc/goods/407498/chip/63_407498.gif
856,http://im.uniqlo.com/images/tw/uq/pc/goods/407489/chip/69_407489.gif
857,http://im.uniqlo.com/images/tw/uq/pc/goods/407388/chip/69_407388.gif
858,-1
859,http://im.uniqlo.com/images/tw/uq/pc/goods/404634/chip/02_404634.gif
860,-1
861,-1
862,http://im.uniqlo.com/images/tw/uq/pc/goods/407010/chip/30_407010.gif
863,-1
864,-1
865,-1
866,-1
867,-1
868,http://im.uniqlo.com/images/tw/uq/pc/goods/404200/chip/69_404200.gif
869,-1
870,-1
871,http://im.uniqlo.com/images/tw/uq/pc/goods/407489/chip/69_407489.gif
872,http://im.uniqlo.com/images/tw/uq/pc/goods/406466/chip/15_406466.gif
873,-1
874,-1
875,-1
876,http://im.uniqlo.com/images/tw/uq/pc/goods/404233/chip/00_404233.gif
877,http://im.uniqlo.com/images/tw/uq/pc/goods/406493/chip/03_406493.gif
878,-1
879,-1
880,http://im.uniqlo.com/images/tw/uq/pc/goods/406489/chip/09_406489.gif
881,-1
882,http://im.uniqlo.com/images/tw/uq/pc/goods/406447/chip/55_406447.gif
883,http://im.uniqlo.com/images/tw/uq/pc/goods/406446/chip/42_406446.gif
884,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
885,-1
886,http://im.uniqlo.com/images/tw/uq/pc/goods/406490/chip/30_406490.gif
887,-1
888,-1
889,-1
890,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
891,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
892,http://im.uniqlo.com/images/tw/uq/pc/goods/404233/chip/51_404233.gif
893,http://im.uniqlo.com/images/tw/uq/pc/goods/406494/chip/03_406494.gif
894,-1
895,-1
896,-1
897,-1
898,-1
899,-1
900,-1
901,-1
902,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
903,http://im.uniqlo.com/images/tw/uq/pc/goods/404550/chip/57_404550.gif
904,-1
905,-1
906,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/70_403645.gif
907,-1
908,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/69_405289.gif
909,-1
910,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/06_403645.gif
911,-1
912,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
913,-1
914,-1
915,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/41_405019.gif
916,http://im.uniqlo.com/images/tw/uq/pc/goods/406935/chip/27_406935.gif
917,http://im.uniqlo.com/images/tw/uq/pc/goods/404446/chip/08_404446.gif
918,http://im.uniqlo.com/images/tw/uq/pc/goods/404447/chip/08_404447.gif
919,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
920,-1
921,-1
922,-1
923,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/71_404197.gif
924,-1
925,http://im.uniqlo.com/images/tw/uq/pc/goods/407992/chip/62_407992.gif
926,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/01_405289.gif
927,-1
928,http://im.uniqlo.com/images/tw/uq/pc/goods/407287/chip/01_407287.gif
929,-1
930,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/41_405019.gif
931,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
932,-1
933,http://im.uniqlo.com/images/tw/uq/pc/goods/404504/chip/69_404504.gif
934,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/01_400711.gif
935,http://im.uniqlo.com/images/tw/uq/pc/goods/403645/chip/70_403645.gif
936,http://im.uniqlo.com/images/tw/uq/pc/goods/400711/chip/13_400711.gif
937,-1
938,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/54_405019.gif
939,http://im.uniqlo.com/images/tw/uq/pc/goods/404008/chip/71_404008.gif
940,http://im.uniqlo.com/images/tw/uq/pc/goods/404446/chip/12_404446.gif
941,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/10_404197.gif
942,http://im.uniqlo.com/images/tw/uq/pc/goods/404446/chip/00_404446.gif
943,-1
944,http://im.uniqlo.com/images/tw/uq/pc/goods/405289/chip/14_405289.gif
945,http://im.uniqlo.com/images/tw/uq/pc/goods/407294/chip/09_407294.gif
946,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
947,http://im.uniqlo.com/images/tw/uq/pc/goods/404207/chip/09_404207.gif
948,-1
949,http://im.uniqlo.com/images/tw/uq/pc/goods/406650/chip/12_406650.gif
950,http://im.uniqlo.com/images/tw/uq/pc/goods/405064/chip/09_405064.gif
951,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/57_404679.gif
952,http://im.uniqlo.com/images/tw/uq/pc/goods/408591/chip/61_408591.gif
953,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
954,http://im.uniqlo.com/images/tw/uq/pc/goods/405067/chip/32_405067.gif
955,http://im.uniqlo.com/images/tw/uq/pc/goods/407987/chip/01_407987.gif
956,http://im.uniqlo.com/images/tw/uq/pc/goods/406670/chip/27_406670.gif
957,-1
958,-1
959,http://im.uniqlo.com/images/tw/uq/pc/goods/405019/chip/09_405019.gif
960,-1
961,-1
962,-1
963,http://im.uniqlo.com/images/tw/uq/pc/goods/405009/chip/31_405009.gif
964,-1
965,-1
966,http://im.uniqlo.com/images/tw/uq/pc/goods/404197/chip/01_404197.gif
967,http://im.uniqlo.com/images/tw/uq/pc/goods/407570/chip/00_407570.gif
968,-1
969,http://im.uniqlo.com/images/tw/uq/pc/goods/405514/chip/54_405514.gif
970,-1
971,-1
972,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/31_404679.gif
973,-1
974,http://im.uniqlo.com/images/tw/uq/pc/goods/404679/chip/46_404679.gif
975,http://im.uniqlo.com/images/tw/uq/pc/goods/407570/chip/00_407570.gif
976,-1
977,-1
978,http://im.uniqlo.com/images/tw/uq/pc/goods/406521/chip/12_406521.gif
979,-1
980,-1
